,EF 85 mm f/1.2 L USM,T1.6,Y,,,,,970,USM,N,95,72,91 x 84,1987,1849,not the same as nFD: EF is a 7/8 design; FD was 6/8; both have 8 petals ● 1o25 g specified
,EF 85 mm f/1.4 L IS USM,T1.6,Y,,4 EV,,,941,USM,Y,85,77,89 x 105,2017,1599,
,EF 85 mm f/1.8 USM,T2.1,Y,,,,,400,USM,Y,85,58,75 x 71,1992,399,
,TS-E 9o mm f/2.8 L Macro (1:2),88/2.9,Y,,,,Tilt/Shift,895,manual,Y,39,77,87 x 117,2017,2199,
,TS-E 9o mm f/2.8,,Y,,,,Tilt/Shift,560,manual,Y,50,58,74 x 88,1991,1299,
,EF 9o-3oo mm f/4.5-5.6 USM,,Y,,,,,420,USM,Y,150,58,71 x 115,2002,199,
,EF 9o-3oo mm f/4.5-5.6,,Y,,,,,420,AF,Y,150,58,71 x 115,2003,199,
,,,,,,,,,,,,,,,,
,EF 1oo mm f/2 USM,T2.3,Y,,,,,417,USM,Y,90,58,75 x 73,1991,449,not the same as FD: EF is a 6/8 design; nFD was 4/6; both have 8 petals ● 46o g specified
,EF 1oo mm f/2.8 L Macro IS USM (1:1),1oo/2.9 T3.3,Y,,,,,623,USM,Y,30,67,78 x 123,2009,1049,
,EF 1oo mm f/2.8 Macro USM (1:1),T3.5,Y,,,,,584,USM,Y,31,58,79 x 119,2000,599,
,EF 1oo mm f/2.8 Macro (1:1),99/2.9,Y,,,,,650,AF,Y,31,52,75 x 106,1990,,
,EF 1oo-4oo mm f/4.5-5.6 L IS II USM,1o3-389/4.6-5.85 T5.2-6.3,Y,,,,,1550,USM,Y,98,77,94 x 193,2014,2199,"f/4.5 only 1oo-134 mm!, f/5 135-311 mm, f/5.6 312-4oo mm ● using an extender, at 6oo/8, it is sharper than Sigma's dedicated (and really good) 6o-6oomm at 6oo/8"
,EF 1oo-4oo mm f/4.5-5.6 L IS USM,1o3-389/4.6-5.8 T5.4-6.7!,Y,,2 EV,,,1365-70,USM,Y,180,77,92 x 189,1998,1699,"Optimum at all focal lengths is f/8 ● f/4.5 only at 1oo-129 mm!, f/5.o 13o-259 mm, f/5.6 26o-4oo mm ● Youtuber: ""other USM-enabled lenses focus much faster"" ● centre sharpness at 4oo mm and open aperture identical to the 4oo/5.6 prime, see the-digital-picture.com/Reviews/ISO-12233-Sample-Crops.aspx?Lens=113&Camera=453&FLI=7&API=o&LensComp=278&Sample=o&CameraComp=453&FLIComp=o&APIComp=o, and academically above it at f/8. No difference to the Mark II in centre sharpness at 4oo/8!"
,EF 1oo-3oo mm f/4.5-5.6 USM,1o3-292/4.7-5.8 T5.3-6.4,Y,,,,,504,USM,?,150,58,73 x 121,1990,299,54o g specified
,EF 1oo-3oo mm f/5.6 L,,Y,,,,same as FD,695,AF,Y,150,58,75 x 167,1987,910,
,EF 1oo-3oo mm f/5.6,,Y,,,,same as FD,685,AF,Y,200,58,75 x 167,1987,,
,EF 1oo-2oo mm f/4.5 A,,Y,,,,,520,AF,N: no MF ring,190,58,74 x 131,1988,,not the same as the FD: f/4.5 instead of f/5.6
,EF 135 mm f/2 L USM,134/2.o6 T2.3,Y,,,,"Cine version available, see right",708,USM,Y,90,72,83 x 112,1996,999,aka CN-E135 mm T2.2 FP X and L F ● sharpness high but not outstanding ● bokeh perfect but thus also arguably boring ● 75o g specified ● not the same as FD: EF is an 8/1o design; nFD was 5/6; both have 8 petals
,EF 135 mm f/2.8 Soft Focus,"135/3.4!, but T3.2",Y,,,,Soft Focus,390,AF,Y,130,52,69 x 98,1987,399,
,TS-E 135 mm f/4 L Macro (1:2),133/4.o5,Y,,,,Tilt/Shift,1085,manual,Y,49,82,89 x 139,2017,2199,111o g specified
,EF 18o mm f/3.5 L Macro USM (1:1),18o/3.6 T4.2,Y,,,,,1057,USM,Y,48,72,82 x 187,1996,1399,1o9o g specified
,EF 2oo mm f/1.8 L USM,2oo/1.86,Y,,,,same as FD,3000,USM,N,250,rear 48,130 x 208,1988,3495,"3 UD lenses ● in case of AF death, I came across thelensdoctor.co.uk or midwestcamera.com/lens.html; or consider conversion to manual by lesbosher.co.uk/lensconversion.htm"
,EF 2oo mm f/2 L IS USM,195/2.o5,Y,,,,,2585,USM,Y,190,rear 52,128 x 208,2008,5699,252o g specified
,EF 2oo mm f/2.8 L II USM,T3.3,Y,,,,,755,USM,?,150,72,83 x 136,1996,749,"""Though optically identical to the original [i.e. Mark I, 1991], the newer lens is distinguished by the deep, detachable Bayonet mount lens hood. This supplied accessory offers greater protection from flare caused by stray light than the small hood built into the original lens. The EF 2oomm f/2.8L II USM shares the 7-group, 9-element optical formula of the original lens, with two, ultra-low dispersion (UD) glass elements that thoroughly correct chromatic aberration to produce crisp, colorful, high-resolution photos.""...original press release. Note the 5o USD price increase for this little feature! ● not the same as either FD version: EF is a more complex 7/9 design"
,EF 2oo mm f/2.8 L USM,,Y,,,,,790,USM,?,150,72,83 x 136,1991,699,not the same as either FD version: EF is a more complex 7/9 design
,EF 2oo-4oo mm f/4 L IS USM Extender 1.4x,"2o5-39o/4.1 T4.7, and with extender 287-546/5.77 T6.9",Y,,4 EV,,inbuilt 1.4x extender,3615,USM,Y,200,rear 52,128 x 366,2013,10999,"first EF lens with inbuilt extender ● optically on the same level than the decent, but not stellar 3oo/4 IS and the 400 DO II; inferior to the great 3oo/2.8 IS I and II, and 2oo/2"
,,,,,,,,,,,,,,,,
,PE 3oo mm f/1.8 L,295/1.86,Y,,,,,,,Y,350,,,1987,,"prototype 1987: 3.5 m close-up, allegedly only four copies made, some in FD mount, some in EF mount with AF ● used today for horse racing photo finishes through 'strip' or 'slit' photography; see petapixel.com/2017/04/27/canon-300mm-f1-8-yes-monster-lens-exists/ and for PE mount speculation at photo.stackexchange.com/questions/89030/what-is-the-canon-pe-mount ● interesting article with optical diagram: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-pe-300mm-118-per-fotofinish/"
,EF 3oo mm f/2.8 L IS II USM,T3.3,Y,,,,,2340,USM,Y,200,rear 52,128 x 249,2011,6099,with 1.4x extender still equally sharp than 4oo DO II
,EF 3oo mm f/2.8 L IS USM,294/2.9 T3.4,Y,,2 EV,,,2550,USM,Y,250,rear 52,128 x 252,1999,5399,
,EF 3oo mm f/2.8 L USM,,Y,,,,,2855,USM,N,300,rear 48,125 x 253,1987,3499,not the same as FD: EF is an 8/1o design; nFD was 7/9 ● this was the first USM ultrasonic autofocus lens ● see just how sharp it is: fotosaurier.de/?cat=350
,EF 3oo mm f/4 L IS USM,T4.6,Y,,,,,1180,USM,Y,150,77,90 x 221,1997,1499,"Test of 7o-3oo DO, 35-35o, 3oo/4 and some Nikons: marcocavina.com/articoli_fotografici/TEST_300mm_fissi_vs_zoom/00_pag.htm"
,EF 3oo mm f/4 L USM,294/4.14,Y,,,,,1165,USM,?,250,77,90 x 213,1991,1199,"not the same as FD: EF is an 7/8 design; nFD was 7/7, but had 9 petals where the EF only has 8 ● sharpness below the 2.8s"
,EF 4oo mm f/2.8 L IS III USM,,Y,,5 EV,,,2835,USM,Y,250,rear 52,163 x 343,2018,11999,sharpest EF 4oomm
,EF 4oo mm f/2.8 L IS II USM,392/2.9 T3.1,Y,,,,,3850,USM,Y,270,rear 52,163 x 343,2011,9999,
,EF 4oo mm f/2.8 L IS USM,393/2.9,Y,,,,,5370,USM,Y,300,rear 52,163 x 349,1999,7999,
,EF 4oo mm f/2.8 L II USM,,Y,,,,,5910,USM,N,300,rear 48,167 x 348,1996,980kY,discussion of nonmanual focus: photo.stackexchange.com/questions/86322/does-a-ring-ultrasonic-ef-s-lens-require-power-to-manually-focus-using-with-ad
,EF 4oo mm f/2.8 L USM,,Y,,,,,6450 or 6100,USM,N,400,rear 48,167 x 348,1991,870kY,"not the same as FD: EF is a 9/11 design; nFD was 8/1o, but had 9 petals where the EF only has 8"
,EF 4oo mm f/4 DO IS II USM,T5.o,Y,,,,,2090,USM,Y,330,rear 52,128 x 233,2014,6899,sharpness on par with the legendary last Leica Modul R 4oo/2.8
,EF 4oo mm f/4 DO IS USM,,Y,,,,,1940,USM,Y,350,rear 52,128 x 233,2001,5999,
,EF 4oo mm f/5.6 L USM,,Y,,,,,1207-20,USM,Y,350,77,90 x 257,1993,1349,125o g specified
,EF 5oo mm f/4 L IS II USM,T4.5,Y,,,,,3205,USM,Y,370,rear 52,146 x 383,2012,9499,same sharpness as 6oo/4 IS II
,EF 5oo mm f/4 L IS USM,491/4.1,Y,,2 EV,,,3870,USM,Y,450,rear 52,146 x 387,1999,7599,
,EF 5oo mm f/4.5 L USM,,Y,,,,,3000,USM,N,500,rear 48,130 x 390,1992,750kY,"not the same as FD: EF is a 7/8 design; nFD was 6/7; both have 9 petals, but the nFD had a full metre less close focus distance at 4 m"
,EF 6oo mm f/4 L IS III USM,,Y,,5 EV,,,3035,USM,Y,420,rear 52,168 x 448,2018,12999,sharpest EF 6oomm
,EF 6oo mm f/4 L IS II USM,T4.5,Y,,,,,3920,USM,Y,450,rear 52,168 x 449,2012,11999,much sharper than Mk I
,EF 6oo mm f/4 L IS USM,585/4.1,Y,,,,,5360,USM,Y,550,rear 52,168 x 456,1999,8849,
,EF 6oo mm f/4 L USM,,Y,,,,,6000,USM,N,6 m,rear 48,167 x 456,1988,923kY,
,EF 8oo mm f/5.6 L IS USM,,Y,,4 EV,,,4600,USM,Y,6 m,rear 52,163 x 461,2008,12999,"unlike the 8oo/5.6 RF, which is just a 4oo/2.8 with an inbuilt extender (see optical diagram), this optical system was designed from scrath, but the sharpness gain over the 4oo/2.8 L IS II, released around the same time, plus a 2x extender is minimal, see the-digital-picture.com/Reviews/ISO-12233-Sample-Crops.aspx?Lens=459&Camera=453&Sample=0&FLI=0&API=0&LensComp=741&CameraComp=453&SampleComp=0&FLIComp=2&APIComp=0"
,EF 12oo mm f/5.6 L USM,116o/5.7,Y,,,,same as FD,16500,USM,N,14 m,rear 48,228 x 836,1993,89579,"unlike the 12oo/8 RF, which is just a 6oo/4 with an inbuilt extender (see optical diagram), this optical system was designed from scrath, but the sharpness is surprisingly low ● patented 198o (!) and first released in FD mount (see below). Identical optics re-released as EF in 1993; silently discontinued around 2oo6 ● interesting: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-fd-1200mm-156-l/ ● sold on auction in the 2o2os for 221 ooo and 5oo ooo USD!"
,,,,,,,,a complete collection would weigh 18o kgs!,,,,,,,…and cost about 4ook$,
,Footnotes and further reading,,,,,,,,,,,,,,,
,"1) all lenses cover full frame, except the grey entries: these are either designated as EF-S, or are cinema lenses (some cine lenses do cover FF, where noted). EF-Ss lenses cover APS-C only, not APS-H (as used in the 1D camera series)",,,,,,,,,,,,,,,
,"2) the L series just designates the use of aspherical, fluorite and/or apochromatic (UD) lenses. It says NOTHING about sharpness! The 16-35L I is abysmally terrible; the non-L 5o/1.4s are terrific, to name just one example. Explanation: it is easy to make a good 5o, even without resorting to exotic glass. It is hard to make a good ultrawide zoom, even WITH exotic glass.",,,,,,,,,,,,,,,
,"3) many early USM lenses and all STM lenses have fly-by-wire autofocus systems, which means they cannot be focussed AT ALL, not even manually, unless attached to a working camera! Yes, go figure! In case the lens' AF motor breaks (a serious concern with lenses 3o+ years), they are unusable except maybe for spares - there is no manual focussing at all! Canon offers no spare parts for these legacy lenses!! Affected are all STM lenses, at least these USM lenses: 28-8o/2.8-4, 5o/1, BOTH 85/1.2s, 2oo/1.8, and all non-IS versions of 3oo/2.8, 4oo/2.8, 5oo/4.5 and 6oo/4, as well as all 'A' and 'Power Zoom' lenses which have no manual focus ring to begin with, i.e. suffer from the same problem.
 It is not entirely clear when this practice stopped; quoted here are only confirmed cases (see also dpreview.com/forums/thread/2861369; I have spoken to owners of some other early lenses and found no additional models affected). Sources report that later (i.e. IS) lenses, although partly not supported by Canon anymore either, will at least still be focusable manually. 
 If affected, you might find an independent repair shop capable of replacing the single defective part (rather than Canon's entire assembly group) with a generic one. This should be helped by the fact that many parts were identical across the affected lenses. ""The most likely parts to fail in the USM motor are the capacitors on the flex controller board. The hardest thing is knowing how to get it apart. A good service shop will have no problem with this. The most likely problem is cold solder joints, caused by vibration from use or the ultrasonic vibration itself. The fix, a hot air reflow of the controller board, is a pretty simple operation."" ""A good technician can repair or swap sub-assemblies and make it as good as new."" I have no experience nor affiliation with them, but found thelensdoctor.co.uk/page18.html who suggest they can help.",,,,,,,,,,,,,,,
,"4) T stop measurements are taken from dxomark.com unless otherwise stated. I have included all their T measurements of Canon EF lenses (they did not measure earlier lenses) for the prime lenses. If you're interested in zooms and their T response over the focal range, visit dxomark. But please note that Ts are by nature just measurements, and therefore values of different sources may vary slightly. Dxo implies they are averaging luminance across the image, for example, thus punishing stronger corner vignette, whilst other measurements might be made at the brightest spot of the image only, i.e. the centre of the lens.",,,,,,,,,,,,,,,
,5) photonstophotos.net has a mighty tool to see the actual optical formula and thus also the actual focal length and mathematical aperture of a lens. I here included the data for all Canon EF lenses they list. Visit the site for more!,,,,,,,,,,,,,,,
,5a) all measured 28-… zooms actually start at 29 mm; all measured 35-… zooms actually start at 36mm,,,,,,,,,,,,,,,
,"6) coverage of cine zooms is stated; otherwise, assume an unknown cine lens to only cover APS-C",,,,,,,,,,,,,,,
,7) TS-E lenses have no autofocus and thus require manual focussing on the lens itself. But aperture control is still only possible through the camera,,,,,,,,,,,,,,,
,"8) whenever a USM and a non-USM version of a lens came out in the same year, they are optically identical",,,,,,,,,,,,,,,
,"9) all EF 5o/1.8s have a 5/6 design, different from earlier FD's 4/6",,,,,,,,,,,,,,,
,"1o) for even more detailled measurements of more recent lenses, and reviews of new lenses, see the-digital-picture.com/Reviews/ (no affiliation)",,,,,,,,,,,,,,,
,"11) to be taken with scepticism, but this site aims to quantify the image quality of different lenses: opticallimits.com/active/survey/querylens.jsp",,,,,,,,,,,,,,,
,"12) all cine lenses are available in EF mount as well as Arri PL mount. Cost and weight are probably prohibitive, but all cine lenses could fully be used on EOS SLRs (that said, having no AF, they can only be focussed properly on either Live View cameras or pro cameras with interchangeable focus screens for manual focus)",,,,,,,,,,,,,,,
,"13) Here is a price guide of past ebay sales that you might find helpful (you can also see past sales prices on ebay for two months via ""sold items"" bottom left, and for years back via the Terapeak tool): vintagelensesforvideo.com/canon-fd-price-list/",,,,,,,,,,,,,,,
,"14) Note the absence of quite a few FD designs, such as 24/2 or 35/2.8 or 15o-6oo/5.6, or their re-introduction only very late, such as the 8oo/5.6 or an 8ish mm fisheye",,,,,,,,,,,,,,,
,"I have no affiliation with any of the links and sources mentioned, but highly recommend them and have enjoyed their works and efforts",,,,,,,,,,,,,,,
,15) lots of brochures etc.: pacificrimcamera.com/rl/rlcanon.htm,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,"Historical timeline: rangefinder lenses (Leica copies after the American invasion of Germany and the ensuing annexation/voiding of German patents) -> SLRs: R mount -> FL mount -> FD mount -> New FD mount -> EF mount, then EF-S (APS D-SLRs), then EF-M (mirrorless) parallely -> RF mirrorless mount",,,,,,,,,,,,,,,
,"Compatibility: Lenses and cameras of Old and New FD as well as the even older FL and R mounts are generally interchangeable, with some exceptions (the manuals of some later FD SLRs specify that FL 19/3.5, 58/1.2, 100/3.5 and of course the 38 Pancake will not mount). Regarding R lenses, ""the mechanism for controlling the aperture is different from both the later FL and FD mount, although they physically still can mate"", i.e. at least when using manual exposure (Wikipedia)",,,,,,,,,,,,,,,
,"None of the earlier mount systems (FD, FL, R, rangefinder) is compatible with EF mount: 1) The older lenses would only focus in the extreme macro range on an EF camera, or require an adapter containing corrective glass. Those are typically terrible. Canon themselves made a rather good one for professional photographers who wanted to keep using their FD lenses, but it is a rare collector's item today and still comes with limitations: a 1.26x crop factor, an according light loss of at least 2/3 stops, and only usable with the longer telephoto lenses (it works and looks like a tele extender, i.e. its rear protrudes into the lens). For details, see mir.com.my/rb/photography/companies/canon/fdresources/fdlenses/fdeos.htm and bobatkins.com/photography/reviews/canon_fd_eos_adapters.html 2) There are no adapters to use EF lenses on earlier FD/FL/R cameras. Apart from mechanical considerations (""it can't be done"", wrote a mechanical engineer on dpreview), EF lenses require a camera to control the aperture electromagnetically and, in many cases, even the focus, see above.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,"Retouching the paint of Canon lenses: Reportedly, Dupli-color Universal Flat Black Scratch Fix (NG SF 104) from Pepboys is a good match for touching up black bodies/lenses.",,,,,,,,,,,,,,,
,"The tone of the white L lenses changed since the first white lens, the FD 6oo mm. The tone became brighter and slightly warmer. Some user comments imply more than two nuances, but internally, Canon had TWO product numbers for touch-up paint (may still be available upon request):",,,,,,,,,,,,,,,
,"for lenses made before 2o1o, that was CY9-8078-001 aka Utsunomiya. Users say the tone is the same as car paint for Ford UK ""Cameo Beige"" for all Ford models in 1984-5: manufcturer color code is XSC1658, 355, F5, XSC 1658, F52X. This is reportedly the same as GM ""Cameo Beige"" of the 1965-6 Chevy, Buick, Oldsmobile, Pontiac and the 1963-4 Cadillac. Allegedly, that is RAL 7044, but imho the RAL looks much darker. Other users further suggest close matches from Krylon Satin Touch 3520 Pebble UPC 7 24504 03520 6, or self-mixing Tamiya X-2 White (glossy) and XF-55 Deck Tan (matte; the overall result seems a bit too glossy). watch out, it's NOT Peugeot Gris de Canon (that is just French for 'cannon(ball) grey').",,,,,,,,,,,,,,,
,"for lenses made since 2o1o, that was CY9-8078-200. It can also be mixed from the old colour plus white (like above Tamiya): ""the new paint is whiter compared to the original paint"".",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"if this information saved you money on gear, if you found it helpful, or if you'd like to do something good today, rescue a kitten, end a war, or make a little donation. thanks cordially! if you use paypal, you can address any donation to christianschnalzger@web.de, and no donation is too big! :)
 have you had a chance to look at my coaching/tutoring programme yet? christianschnalzger.de/index-Dateien/coaching.htm - maybe I can be of assistance in any technical, creative, commercialisation or gear questions? I'd love to help.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,New FD Lenses,,,"1979-89, distinguished from old FD by its black bayonet and aperture rings",,,,,,,,,,,,
,,Measured,New opt. design?,L,,,Specialty Lens,Weight (g),,,Close-up (cm),Filter,Dia x Length (mm),Introduced,MSRP USD,Notes
,,,,"└ L just designates the use of aspherical, fluorite and/or apochromatic (U● lenses. It says NOTHING about sharpness! The 20-35L is abysmally terrible; the non-L 5o/1.4s are terrific, to name just one example. Explanation: it is easy to make a good 5o, even without resorting to exotic glass. It is hard to make a good ultrawide zoom, even WITH exotic glass.",,,,,,,,,,,"└ green: 2nd hand prices today below MSRP, red: above!, yellow: same (numerical values only, not adjusted for inflation)","All NewFD lenses except for the 5o/1.8 and 5o/2 received Super Spectra Coating, and the old SSC label was thus abandoned ● Please note that where ""same design"" is stated in the following, it only refers to lens and group count, not necessarily to identical optical performance/glass types used. In many cases, though, the exact same glass was just sold in a new housing with the introduction of NewFD ● While radioactive glass had largely been banned by the mid-197os, at least the 5o/1.2L is reported to still be radioactive"
,New FD Fisheye 7.5 mm f/5.6,,same optics as old FD,,,,circular fisheye,365,,,-,"inbuilt yellow, orange, red, sky, CCA4 (warm), and CCB4 (col● filters",72 x 62,1979,,Equidistant ● 23 mm image diameter ● fixed focus ● old optics yet new price: 9okY instead of 75kY for the old FD version!
,New FD Fisheye 15 mm f/2.8,,same optics as old FD,,,,diagonal fisheye,432,,,20,"inbuilt yellow, orange, red, and sky filters",76 x 61,1980,,Equisolid ● actually 15.5 mm ● 178° ● 46o g specified ● old optics yet new price: 8okY instead of 65kY for the old FD version!
,New FD 14 mm f/2.8 L,,,,,,,484,,,25,rear gel filter holder,74 x 84,1982,,"aspherical, but aspherical lens made from plastic! ● actually 13.99 mm ● well documented at nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-fd-new-14mm-128-l/ ● centre performance quite alright, but field lacking and edges completely dismal - needless to say, any modern lens is better, and cheaper"
,New FD 17 mm f/4,measured as both 17.3/4.1 and 17.5/4.oo,same optics as old FD,,,,,"355, 39o",,,25,72,77 x 56,1979,,"visibly better than the 14/2.8L (!) and also than the older 19/3.5, but edges are still soft ● the Tamron 51B that is often mentioned as an alternative is actually an 18mm at 17.75mm. It is 1cm shorter and a true f/3.56, and only 27og, but image quality is visibly lower than the canon"
,New FD 2o mm f/2.8,,same optics as old FD,,,,,305,,,25,72,77 x 58,1979,,"rated second-best 2omm SLR lens in 1989 by ColorFoto magazine, only behind the Nikon (that said, they had three categories: 18, 2o, 21, i.e. did not compare across focal lengths)"
,New FD 2o-35 mm f/3.5 L,2o.49-35/3.5,,,,,,470,,,50,72,77 x 84,1984,1300,aspherical
,,,,,,,,,,,,,,,,
,New FD 24 mm f/1.4 L,24.5/1.4 T1.6,same optics as old FD,,,,,431,,,30,72,77 x 68,1979,,"aspherical ● at the time known as ""the L lens which doesn't deserve the L"", i.e. of appropriate, but not outstanding performance, and also the only lens I've ever seen with lemon-shaped highlight bokeh, see forum.mflenses.com/userpix/201612/6900_DSC00261_2.jpg ● smoothest bokeh of all three 24s"
,New FD 24 mm f/2,,,,,,,285,,,30,52,63 x 51,1979,,"less sharp at f/2 than the f/1.4L at f/1.4 ● busiest (or most characterful) bokeh of all three 24s, love it or hate it"
,New FD 24 mm f/2.8,,,,,,,"224, 233",,,30,52,63 x 43,1979,,optimum is f/5.6
,New FD 24-35 mm f/3.5 L,,same optics as old FD,,,,,495,,,40,72,77 x 87,1979,,
,New FD 28 mm f/2,T2.2,,,,,,265,,,30,52,63 x 47,1979,,sharpness wide-open reportedly not great ● bokeh boring and harsh; low plasticity ● beware of Schneideritis (white dots behind front lens)!
,New FD 28 mm f/2.8,,,,,,,"142, 157-166 (8 samples)",,,30,52,63 x 40,1979,,optimum is f/5.6 ● note the extreme weight difference on a very late model (discerned externally by a printed rather than engraved distance scale): 2o g off
,New FD 28-85 mm f/4,,,,,,,469,,,90,72,77 x 104,1985,619,"485 g specified ● considered one of the sharpest nFD zooms, and lighter than a set of 28, 5o, 85 ● Tamron 28-85/3.5-4.5 ATX is slightly but visibly wider at the wide end, whilst reaching just as far at the long end, and shows MORE separation at 85mm despite being slower. However, whilst sharp at 28mm, it is also VERY soft at 85mm, which the FD isn't."
,New FD 28-55 mm f/3.5-4.5,,,,,,,220,,,40,52,63 x 61,1983,279,considered inferior to the 28-85 and 35-7o
,New FD 28-5o mm f/3.5,,same optics as old FD,,,,,470,,,100,58,69 x 100,1979,,"old FD relic, very different from the later 28-55"
,New FD 35 mm f/2,T2.2,,,,,,248,,,30,52,63 x 46,1979,,"new design again: 1o/8 ● not radioactive, but does contain Lanthanum ● interesting: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-fd-35mm-f-2/ ● There is a rumor that the early, radioactive old FD versions of the 35/2 were sharper than the following ones, including this New FD. If this rumor were true, you'd still have to weigh the importance of sharpness vs. health to you. verybiglobo.com however tested that it is not true: aside from a colour cast due to the radioactive element turning brown, there is no difference whatsoever in the sharpness of the first Old FD and the New FD version (see his detailled test pictures on the subsites for the respective lenses)"
,New FD 35 mm f/2.8,,,,,,,152 (2),,,35,52,63 x 40,1979,,slightly sharper than the f/2
,New FD 35-1o5 mm f/3.5,,,,,,,604,,,150,72,77 x 108,1981,,"(one of) the best FD zooms; the 3.5-4.5 is slightly less sharp, especially towards the corners, and shows CA. my findings: optimal at f/8 throughout; then nearly as good as 5o/1.4 at same f/8. at 1oomm, better than the 7o-21o/4; better than Sigma Apo 5o-2oo/3.5-4.5"
,New FD 35-1o5 mm f/3.5-4.5,36.3-1o3,,,,,,345,,,120,58,67 x 84,1985,,"slightly less sharp than the 3.5, especially towards the corners, and shows CA"
,New FD 35-7o mm f/2.8-3.5,35-69,same optics as old FD,,,,,545,,,100,58,69 x 120,1979,206,
,New FD 35-7o mm f/3.5-4.5,,,,,,,"180, 200 (2)",,,50,52,63 x 61,1983,,2oo g specified
,FD AC 35-7o mm f/3.5-4.5,,,,,,AF (on T80 only),285,,,39,52,76 x 68,1985,,black body ● autofocus only on T8o
,New FD 35-7o mm f/4 AF,,,,,,AF (on any camera),604,,,50,52,85 x 100,1981,,"white body ● autofocus with ANY camera, even a Leica rangefinder (as tested by Marco Cavina) ● 8o € today ● actually 36-69 mm ● designed 1977, thus most probably identical to the regular non-AF version ● AF performance reported to be as typical for its era as is the English translation of Canon's description: ""The SST method is a system in which information on the photographed object that enters the sensor through two fixed mirrors is converted into an electric signal and distance is measured by a microcomputer, with focusing performed by moving a distance ring with a motor. The latest fixed imaging device CCD (charge-coupled device) technology is adopted to provide high resolution and a broad dynamic range able to detect low to high luminance, making it less susceptible to the contrast and pattern size of the photographed object and enabling highly precise autofocusing. Also, as the SST method does not have a movable section in the distance measuring mechanism, no vibration or electric noise is caused, which provides high reliability fitting of a high-end SLR camera."""
,New FD 35-7o mm f/4,,,,,,,305,,,50,52,63 x 85,1979,,
,,,,,,,,,,,,,,,,
,New FD 5o mm f/1.2 L,5o/1.19,,,,,,377 (3),,,50,52,65 x 51,1980,,"L and non-L have very different optics! Only the L uses an aspherical lens ● 198o-8 ● 5oL is as sharp or academically sharper than the previous 55/1.2 asph in every comparison I have seen, and on par with the 5o/1.2 EF L - see also MTFs here photo.imx.nl//technique/technique/hslenses.html and here marcocavina.com/articoli_fotografici/zeiss_canon_1,2/00_pag.htm (and not that it mattered, but the 85/1.2 is sharper wide-open than the 5oL) ● radioactive according to camerapedia.fandom.com/wiki/Radioactive_lenses ● optimum is f/5.6 ● first 58/55/5o Canon lens with floating elements!"
,New FD 5o mm f/1.2,51.37/1.25 T1.32,,,,,,"311, 312",,,50,52,65 x 46,1980,,optimum is f/5.6
,New FD 5o mm f/1.4,5o.3/1.41 T1.5,same optics as old FD,,,,,"229, 233 (5), 244",,,45,52,63 x 41,1979,,"optimum is f/4 and 5.6 ● apart maybe from wide-open, found to be equally sharp than the 5oL by all comparisons I saw and one I conducted myself. The L has visibly more subject separation at any aperture, though. This is however due to greater field curvature and can thus be disadvantageous depending on situation ● I compared two visibly used copies of the lens, and there was essentially no sample/aging variation between them ● Leica Summilux R is academically less sharp wide open, but shows academically more separation due to more even bokeh ● Erwin Puts rates it at more than 125 lp/mm in the centre wide-open, see photo.imx.nl//optics/optics/page81.html ● reports vary whether this nFD version is indeed a new calculation. in any case, there are no optical differences visible in direct comparison to the old FD"
,New FD 5o mm f/1.8,,same optics as old FD,,,,,"150, 161, 168 (3)",,,60,52,63 x 35,1979,,"shortest nFD lens ● only single-coated New FD lens, together with its derivative 5o/2 ● all 50/1.8s from R to New FD have a 4/6 design, but different optical calculations - reports vary whether this nFD version is indeed a new calculation"
,FD AC 5o mm f/1.8,,All 50/1.8s from R to New FD have a 4/6 design,,,,AF (on T80 only),210,,,50,52,74 x 48,1985,,
,New FD 5o mm f/2,,same optics as 50/1.8,,,,,170,,,60,52,63 x 35,1980,,"just an even cheaper version of the f/1.8, reportedly only differing in physical aperture, and sold as a kit lens with the AV-1 for a 1-2 years since 198o - thus rare"
